InChI_Key_Planar	TAGS	NCBITaxonomy	UBERONBodyPartName	Lifestyle_Tag
DTUQWGWMVIHBKE	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
DUBCCGAQYVUYEU	food|plant_angiospermae|naturalproduct_plant|plant|human|naturalproduct	1027070|Banisteriopsis laevifolia:9606|Homo sapiens	blood|urine	
DUBPGEJGGVZKDD	food|plant|plant_angiospermae|naturalproduct_plant		blood|urine	
DUDGAPSRYCQPBG	naturalproduct			
DUEPRVBVGDRKAG	|human	9606|Homo sapiens		
DUFLXLVGASPEMV	naturalproduct			
DUFQJKUNMNJPAD	bacterial|bacterial_produced			
DUHUCHOQIDJXAT	drug			drug or medication use
DUIBXZLCROUOFD	naturalproduct			
DUMQPTRUYCCSEZ	naturalproduct			
DUQSSEQKLJQACA	naturalproduct			
DURULFYMVIFBIR	drug|human	9606|Homo sapiens		drug or medication use
DUUGKQCEGZLZNO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DUXQKCCELUKXOE	food|plant|naturalproduct_plant|naturalproduct			
DVACNSPIYRUXHJ	food			
DVBPETFXQYSHLJ	food			
DVCCCQNKIYNAKB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DVFXEUYOOYUTOA	naturalproduct			
DVGGLGXQSFURLP	food|plant|naturalproduct_plant|plant_angiospermae|naturalproduct		feces	|food consumption
DVICWXUADSCSLL	food|plant|naturalproduct_plant|naturalproduct		urine	
DVKADJHCAQTKAS	naturalproduct			
DVLNCWXFKKSRQB	naturalproduct			
DVNQRYDJAAFJBQ	naturalproduct			
DVNYTAVYBRSTGK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DVWKMCPPEMUHBE	naturalproduct			
DVZCOQQFPCMIPO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DWHCRAGHDDLXEM	naturalproduct			
DWLJVOJBWLYMJO	naturalproduct			
DWMBXHWBPZZCTN	food|human|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption
DWONJCNDULPHLV	bacterial|bacterial_modified|animal	:73337|Ceratotherium simum simum	blood|feces|urine	|food consumption
DWQQWNRHLJPIDV	naturalproduct			
DWRXFEITVBNRMK	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DWTRNJFPDXIFSY	naturalproduct			
DWTTZBARDOXEAM	drug|naturalproduct			drug or medication use
DWZAJFZEYZIHPO	plant|naturalproduct_plant|naturalproduct			
DXAGBMWERLPHQP	naturalproduct			
DXALOGXSFLZLLN	food|food_additive|blank_culturemedia		blood|urine	
DXBGTODWNFZHCD	naturalproduct			
DXBJHRPKFQGVGZ	naturalproduct|bacterial|bacterial_produced			
DXDRHHKMWQZJHT	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
DXGLGDHPHMLXJC	environmental|personalcareproduct|drug|human|plant|naturalproduct_plant	:9606|Homo sapiens	blood|urine	outdoor activity|drug or medication use
DXNCZXXFRKPEPY	|food|human	9606|Homo sapiens	|saliva	food consumption
DXOCDBGWDZAYRQ	bacterial|bacterial_modified|food|human|naturalproduct	:9606|Homo sapiens	feces	|food consumption
DXQHDILKRYSUPK	naturalproduct|fungal|fungal_produced			
DXTJMQCRVFWNBD	naturalproduct			
DXTTUINJHHYHFN	naturalproduct			
DXVLAUMXGHQKAV	synthetic|MS_contaminant|water_waste|built_environment|environmental			
DXWGBJJLEDQBKS	food|plant|plant_angiospermae|naturalproduct_plant		blood|urine	food consumption_soy
DXWHOKCXBGLTMQ	food		blood	
DXYQIGZZWYBXSD	human	9606|Homo sapiens		
DXYUAIFZCFRPTH	food|human|naturalproduct	:9606|Homo sapiens	blood|feces|urine	|food consumption
DXYYSGDWQCSKKO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DYARIVMCYYQNNQ	|human	9606|Homo sapiens		
DYBGVZNCIXACSP	naturalproduct			
DYDCUQKUCUHJBH	drug|food|human|naturalproduct|bacterial|bacterial_produced	9606|Homo sapiens		food consumption|drug or medication use
DYDFNKUHYXHWFM	food			
DYFUVQSGLMQLRX	naturalproduct			
DYHOLQACRGJEHX	food|human|naturalproduct	:9606|Homo sapiens	blood|urine	
DYJIDGJHOLTGBO	naturalproduct			
DYKFCLLONBREIL	drug|human	9606|Homo sapiens		drug or medication use
DYNISIGUMYFVJW	naturalproduct			
DYNPEHYVIZVLIF	naturalproduct|bacterial|bacterial_produced			
DYQZJCUKWTVTLH	naturalproduct			
DYRQQWGTDVBUND	bacterial|bacterial_produced			
DYSDOYRQWBDGQQ	naturalproduct			
DYUUPIKEWLHQGQ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DZAUWHJDUNRCTF	|food|human|naturalproduct	9606|Homo sapiens		food consumption
DZBBOCDYINLWCH	naturalproduct			
DZBUGLKDJFMEHC	naturalproduct			
DZGWFCGJZKJUFP	food|drug|human|naturalproduct	:9606|Homo sapiens	blood|feces|urine	|drug or medication use
DZIILFGADWDKMF	synthetic			
DZLFLBLQUQXARW	biocide|water_waste|dissolvedorganicmatter_water_saline|environmental			biocide exposure
DZQBNDGXEFWXEK	naturalproduct			
DZRVGBRAMLSZDQ	naturalproduct			
DZSDDKNXMARQMJ	naturalproduct			
DZTHIGRZJZPRDV	human|food|naturalproduct|bacterial|bacterial_produced	:9606|Homo sapiens	feces|saliva	|food consumption
DZUXGQBLFALXCR	naturalproduct			
DZVIFFMYEULLBY	naturalproduct			
DZZWHBIBMUVIIW	drug|human	9606|Homo sapiens		drug or medication use
FABPRXSRWADJSP	biocide_antimicrobial|drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
FACXQEOSOVJIPD	naturalproduct			
FADFGCOCHHNRHF	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FAEKWTJYAYMJKF	drug|human	9606|Homo sapiens		drug or medication use
FAIIFDPAEUKBEP	drug|human	9606|Homo sapiens		drug or medication use
FAKRSMQSSFJEIM	drug|human	9606|Homo sapiens		drug or medication use
FAMPSKZZVDUYOS	naturalproduct			
FAOPPOYNVNUOHA	naturalproduct			
FAOZLTXFLGPHNG	drug|human	9606|Homo sapiens		drug or medication use
FAQGZHFLASTWAV	naturalproduct			
FAQJJMHZNSSFSM	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FATBGEAMYMYZAF	human|mice|naturalproduct	:9606|Homo sapiens	blood|feces	
FAUWZNGPMHRLMW	plant|naturalproduct_plant	3977|Euphorbiaceae:38845|Euphorbia dendroides		
FAVRCIXPIVJIPN	food_source_plant|naturalproduct_plant|food		saliva	
FAXNAEOPEXUENY	naturalproduct			
FAXWFCTVSHEODL	|human|naturalproduct	9606|Homo sapiens		
FAXXHNWVMKTOFF	food|human|naturalproduct	:9606|Homo sapiens	feces	|food consumption
FAYYTQMQTAKHRM	naturalproduct			
FAZKBTFQSATIIN	naturalproduct			
FBFMBWCLBGQEBU	naturalproduct			
FBFVXSBCWUNIQI	naturalproduct|bacterial|bacterial_produced			
FBFWDBGUSMGXPI	|food|human	9606|Homo sapiens		food consumption
FBOZXECLQNJBKD	drug|human	9606|Homo sapiens		drug or medication use
FBPFZTCFMRRESA	food|plant_angiospermae|naturalproduct_plant|plant|drug|human|naturalproduct	:9606|Homo sapiens	blood|cerebrospinal fluid|feces|saliva|urine	|food consumption|drug or medication use
FBRKYRSUSJWLHH	naturalproduct			
FBSFWRHWHYMIOG	plant|plant_angiospermae|naturalproduct_plant			
FBSNVHOJVHFWNL	toxin		skin of body	
FBTSQILOGYXGMD	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
FBUBVLUPUDBFME	|food|human|plant|naturalproduct_plant|naturalproduct	9606|Homo sapiens		food consumption
FBUJYYRONHLNQF	naturalproduct_plant|plant|plant_angiospermae|naturalproduct		|saliva	
FBUKMFOXMZRGRB	human|mice|food|plant|plant_angiospermae|naturalproduct_plant		blood|cerebrospinal fluid	
FBUKVWPVBMHYJY	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FBVFZWUMDDXLLG	drug			drug or medication use
FBWPWWWZWKPJFL	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FBWWXAGANVJTLU	naturalproduct			
FBZONXHGGPHHIY	human|food|naturalproduct	9606|Homo sapiens	feces	|food consumption
FCBUKWWQSZQDDI	bacterial|bacterial_produced			
FCCDDURTIIUXBY	|food|human	9606|Homo sapiens		food consumption
FCDLCPWAQCPTKC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FCEVNJIUIMLVML	food|naturalproduct			
FCFNRCROJUBPLU	naturalproduct|bacterial|bacterial_produced			
FCGVBHISQBBIQF	environmental			
FCHJZJFIDNMNBS	naturalproduct			
FCIKYGUVHWZSJV	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FCIZPHNZRNLUJD	plant|naturalproduct_plant|naturalproduct			
FCJIWTZAADYCGI	naturalproduct			
FCLQHQCOKGKLHR	drug|naturalproduct_bacterial|bacterial|bacterial_produced			
FCLRMHVOEFMMCX	naturalproduct			
FCMYLROGVKJIDN	naturalproduct			
FCNLMUQPSJEBQE	naturalproduct			
FCUGGFFHQXNXJN	naturalproduct|fungal|fungal_produced			
FCWYNTDTQPCVPG	food|human|naturalproduct	:9606|Homo sapiens	feces	|food consumption
FCXZBWSIAGGPCB	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FCYKAQOGGFGCMD	naturalproduct			
FDCMZFTUQWXQIU	naturalproduct			
FDDDEECHVMSUSB	drug|human	9606|Homo sapiens		drug or medication use
FDGKQWLSJXEOPF	naturalproduct			
FDGQSTZJBFJUBT	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FDHFJXKRMIVNCQ	naturalproduct|plant|plant_angiospermae|naturalproduct_plant|algal|marine_cyanobacteria_insitu|naturalproduct_bacterial			
FDJKUWYYUZCUJX	|human|naturalproduct	9606|Homo sapiens		
FDKXTQMXEQVLRF	|drug		blood|urine	
FDLLEBFMOIHMNM	naturalproduct			
FDNDLNFGITWTOZ	naturalproduct			
FDOHUZKENKIHJT	naturalproduct			
FDRBRRBUPLHXEM	naturalproduct			
FDSDTBUPSURDBL	food|food_additive|human|naturalproduct|bacterial|bacterial_produced	:9606|Homo sapiens	blood	
FDULCEKAOVWBTQ	|human	9606|Homo sapiens		
FDYWPCLQYXMCJD	naturalproduct			
FEBLZLNTKCEFIT	drug|human	9606|Homo sapiens		drug or medication use
FEBNTWHYQKGEIQ	naturalproduct_plant|plant		feces	
FEBOTPHFXYHVPL	drug			drug or medication use
FECZMYDDHKVQIA	naturalproduct			
FEESWVAHLOUZGM	plant|naturalproduct_plant	3977|Euphorbiaceae:not specified|Euphorbia cupanii		
FEGCPHIPSRBREU	naturalproduct			
FEGVSPGUHMGGBO	|food|plant|naturalproduct_plant|naturalproduct			food consumption
FEIQOMCWGDNMHM	naturalproduct			
FELGMEQIXOGIFQ	drug|food|human	9606|Homo sapiens		food consumption|drug or medication use
FELZONDEFBLTSP	drug|drug_metabolite			
FEMTVABTBAWCEK	naturalproduct			
FEMXZDUTFRTWPE	|food|human	9606|Homo sapiens		food consumption
FEOYRZYUONWQSO	food|naturalproduct			
FERIUCNNQQJTOY	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FERSMFQBWVBKQK	food			
FEVBMCJUKWWWBT	naturalproduct			
FEWJPZIEWOKRBE	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FFBDFADSZUINTG	drug			drug or medication use
FFCLYSVFZQXUHI	naturalproduct|fungal|fungal_produced			
FFDGPVCHZBVARC	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FFDNVMGPKVVVOG	naturalproduct			
FFDULTAFAQRACT	food|naturalproduct		feces	
FFEARJCKVFRZRR	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FFFHZYDWPBMWHY	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FFGPTBGBLSHEPO	drug|synthetic|human|water_waste	:9606|Homo sapiens	blood|urine|feces	|drug or medication use|mental depression|convulsion
FFLAVJHURVPIJO	toxin		skin of body	
FFLSJIQJQKDDCM	drug			
FFMMZOOZDVHMHU	bacterial|bacterial_produced			
FFNVQNRYTPFDDP	naturalproduct			
FFPUNPBUZDTHJI	human		blood|urine	
FFULTBKXWHYHFQ	naturalproduct			
FFVRRQMGGGTQRH	naturalproduct			
FFWOKTFYGVYKIR	|food|naturalproduct			food consumption
FGACPXKRXBKDQL	human			
FGANMDNHTVJAHL	naturalproduct			
FGKJLKRYENPLQH	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FGLKWUFRMRITAZ	fungal|fungal_produced			
FGPJTMCJNPRZGF	naturalproduct			
FGSBNBBHOZHUBO	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FGTZCVGIFPOOSE	naturalproduct			
FGWJRZQNNZVCHR	naturalproduct			
FGXWKSZFVQUSTL	drug|human	9606|Homo sapiens		drug or medication use
FGYKUFVNYVMTAM	food|naturalproduct		saliva	|food consumption
FHEHIXJLCWUPCZ	|human|naturalproduct	9606|Homo sapiens		
FHFYDNQZQSQIAI	drug|human	9606|Homo sapiens		drug or medication use
FHGZOCAZNHYWAL	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FHHSEFRSDKWJKJ	|food|naturalproduct			food consumption
FHIJMQWMMZEFBL	naturalproduct			
FHIREUBIEIPPMC	naturalproduct			
FHIVAFMUCKRCQO	|food|human	9606|Homo sapiens		food consumption
FHQDWPCFSJMNCT	|food|human	9606|Homo sapiens		food consumption
FHQSDRHZGCMBKG	naturalproduct			
FIAAVMJLAGNUKW	naturalproduct|food|human|naturalproduct_plant	:9606|Homo sapiens	blood	|food consumption
FIADIPXEFYWJQV	plant|naturalproduct_plant|naturalproduct			
FIEYHAAMDAPVCH	naturalproduct			
FIIRBPHYBLFBSD	naturalproduct			
FIJFPUAJUDAZEY	|human	9606|Homo sapiens		
FILAAKXJIYRSAW	naturalproduct			
FIMFRMRZGBUYMV	naturalproduct			
FIMKKXUVGBDUNE	naturalproduct			
FIOHTMQGSFVHEZ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FIPAQYYZFDCRDD	naturalproduct|fungal|fungal_produced			
FIPWRIJSWJWJAI	biocide_insecticide|environmental|drug			biocide exposure|drug or medication use
FIQMHBFVRAXMOP	environmental|synthetic			products containing flame retardant
FJAQNRBDVKIIKK	naturalproduct|bacterial|bacterial_produced			
FJAZVHYPASAQKM	|human	9606|Homo sapiens		
FJDPATXIBIBRIM	biocide_insecticide|environmental			
FJIKWRGCXUCUIG	drug		blood|urine	
FJJANLYCZUNFSE	|food|human	9606|Homo sapiens		food consumption
FJKROLUGYXJWQN	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FJLBFSROUSIWMA	drug|human	9606|Homo sapiens		drug or medication use
FJNCVIHFDLPUHW	plant|naturalproduct_plant	1087776|Euphorbia pithyusa:3977|Euphorbiaceae		
FJRIGPREPNIRNO	naturalproduct			
FJTNLJLPLJDTRM	|food|human	9606|Homo sapiens		food consumption
FJTUHYOOCYRLJI	biocide_antimicrobial|drug|drug_metabolite			
FKBUODICGDOIGB	|food|naturalproduct			food consumption
FKCRAVPPBFWEJD	|human|naturalproduct|fungal|fungal_produced	9606|Homo sapiens		
FKCYENFBFZUSDP	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FKIYLTVJPDLUDL	|food|plant|naturalproduct_plant|naturalproduct			food consumption
FLADQPAHTPZATB	food			
FLCVGMVLNHYJAW	naturalproduct			
FLDFNEBHEXLZRX	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FLEXCYTURSFUNC	naturalproduct			
FLHQAMWKNPOTDV	naturalproduct|fungal|fungal_produced			
FLKPEMZONWLCSK	environmental|personalcareproduct|human|naturalproduct	:9606|Homo sapiens	blood|urine|feces	products containing plasticizers
FLOSMHQXBMRNHR	drug|human	9606|Homo sapiens		drug or medication use
FLROYCKIIJCTDY	plant|naturalproduct_plant|naturalproduct			
FLSLEGPOVLMJMN	drug		blood|saliva	
FLSOTPIEFVBPBU	naturalproduct			
FMAORJIQYMIRHF	|food|human	9606|Homo sapiens		food consumption
FMEUWIKCSICJBO	naturalproduct			
FMGSKLZLMKYGDP	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
FMHCCRKQMUIWGQ	naturalproduct			
FMJSMJQBSVNSBF	environmental|personalcareproduct			outdoor activity
FMMOOAYVCKXGMF	naturalproduct			
FMPNFDSPHNUFOS	naturalproduct			
FMWJHXDPCQWVEJ	plant|naturalproduct_plant|naturalproduct			
FMXSCHCLGOEVNM	naturalproduct			
FNCUIBSVSDQFCR	naturalproduct			
FNDDDNOJWPQCBZ	drug			drug or medication use
FNEADFUPWHAVTA	naturalproduct|bacterial|bacterial_produced			
FNGGIPWAZSFKCN	naturalproduct			
FNHKPVJBJVTLMP	drug			drug or medication use
FNIRVWPHRMMRQI	naturalproduct			
FNJKTDQIJKLZGZ	naturalproduct			
FNJRUYGFVNGXTL	naturalproduct			
FNLMCNKPGGHKQL	naturalproduct			
FNMHEHXNBNCPCI	naturalproduct			
FNNBYKQCHDQXOO	naturalproduct			
FNPHNLNTJNMAEE	|food			food consumption
FNPXMHRZILFCKX	drug			drug or medication use
FNQFNSGVMLMZNV	|food|human|plant|naturalproduct_plant|naturalproduct	9606|Homo sapiens		food consumption
FNTJVYCFNVUBOL	|food|human|plant|plant_angiospermae|naturalproduct_plant|naturalproduct	9606|Homo sapiens:1804206|Stigmaphyllon urenifolium:1027070|Banisteriopsis laevifolia		food consumption
FNUPUYFWZXZMIE	food|naturalproduct			
FNVCLGWRMXTDSM	naturalproduct			
FNYLWPVRPXGIIP	drug|food|human	:9606|Homo sapiens	feces	|food consumption|drug or medication use
FNZLKVNUWIIPSJ	naturalproduct			
FOAIGCPESMNWQP	naturalproduct|fungal|fungal_produced			
FOAPBJMMOXYHAN	naturalproduct			
FOBNRKTURPWTQX	naturalproduct			
FOCVUCIESVLUNU	drug|human	9606|Homo sapiens		drug or medication use
FODMMACJFYQIHT	naturalproduct			
FOHXFLPXBUAOJM	plant|food|human|plant_angiospermae|naturalproduct_plant|naturalproduct	9606|Homo sapiens:151831|Heteropterys umbellata		food consumption
FOINLJRVEBYARJ	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FOIVPCKZDPCJJY	drug			drug or medication use
FOKAHYDSEWGOHN	naturalproduct			
FOMYLMGOSTVYEE	naturalproduct			
FONIWJIDLJEJTL	animal|biofluid|food|human|naturalproduct	:9606|Homo sapiens	blood|feces|saliva|urine	|food consumption
FOONTNRMWNJWCL	naturalproduct			
FORFDCPQKJHEBF	food|human	:9606|Homo sapiens	blood|feces|saliva|urine	
FOUWCSDKDDHKQP	|food|human	9606|Homo sapiens		food consumption
FOYHNROGBXVLLX	|food|human	9606|Homo sapiens		food consumption
FPIOBTBNRZPWJW	food		saliva	
FPIPGXGPPPQFEQ	food|vitamin|drug|human|naturalproduct	:9606|Homo sapiens	blood|feces|saliva	|food consumption|drug or medication use
FPJJIWCMASJCHO	naturalproduct|fungal|fungal_produced			
FPLMIPQZHHQWHN	plant|naturalproduct_plant			
FPMIEPCWEZBKGP	bacterial|bacterial_produced			
FPMPOFBEYSSYDQ	food|naturalproduct			|food consumption
FPNKCZKRICBAKG	|food|plant|plant_angiospermae|naturalproduct_plant|naturalproduct			food consumption
FPNYZEUDIBOJQA	naturalproduct			
FPQFYIAXQDXNOR	naturalproduct			
FPTGUQRTQZPCCQ	bacterial|bacterial_produced			
FPUGCISOLXNPPC	naturalproduct|human		saliva	
FPUXKXIZEIDQKW	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FPVKHBSQESCIEP	drug|human|naturalproduct	9606|Homo sapiens		drug or medication use
FPZWWNKQAQRXAV	fungal|fungal_produced			
FQCPXIJRWHRHIP	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FQFSPHHVEQZCED	naturalproduct|fungal|fungal_produced			
FQHXRDDMWDQLPV	naturalproduct|fungal|fungal_produced			
FQIVLXIUJLOKPL	drug			drug or medication use
FQKKPLXFGDCBJT	synthetic			
FQKUGOMFVDPBIZ	|food|human	9606|Homo sapiens		food consumption
FQPFAHBPWDRTLU	drug			drug or medication use
FQQQKGAFQIIGLQ	naturalproduct|marine_diatom|dissolvedorganicmatter_water_saline|microalgal	:41953|Pseudo-nitzschia		
FQTLCLSUCSAZDY	|food|human|naturalproduct	9606|Homo sapiens		food consumption
FQWLMRXWKZGLFI	food|naturalproduct		blood|saliva|urine	
FQWZGEBZILOCET	naturalproduct			
FQXXSQDCDRQNQE	|human|naturalproduct	9606|Homo sapiens		
FQZSMTSTFMNWQF	drug|drug_metabolite|human	:9606|Homo sapiens	blood|urine	
FRASJONUBLZVQX	|food|naturalproduct			food consumption
FRAUJUKWSKMNJY	food|plant|plant_angiospermae|naturalproduct_plant|naturalproduct		blood|urine	food consumption_soy
FRBORWNVTCITAQ	naturalproduct			
FRMCCTDTYSRUBE	food		feces|saliva	
FRNDILDQFSAXAR	|food|human	9606|Homo sapiens		food consumption
FRNQLQRBNSSJBK	naturalproduct			
FRPZMMHWLSIFAZ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FRQMUZJSZHZSGN	drug|food|human	:9606|Homo sapiens	blood|urine	|food consumption
FRZOQPPWSKEZAA	naturalproduct			
FSASIHFSFGAIJM	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FSBIGDSBMBYOPN	drug|human|food|naturalproduct	9606|Homo sapiens		drug or medication use|food consumption
FSBUXLDOLNLABB	drug|naturalproduct			drug or medication use
FSCPLBXCTGZFSA	plant|naturalproduct_plant|naturalproduct			
FSEXLNMNADBYJU	naturalproduct			
FSINAZMQWFDQSD	naturalproduct			
FSLDBYNJYAUPDI	naturalproduct			
FSLPMRQHCOLESF	plant|food||naturalproduct_plant			
FSLWKIHHQUNBQK	naturalproduct			
FSNITHOUQGJHTR	naturalproduct			
FSQKKOOTNAMONP	drug			drug or medication use
FSRDIJIAQPSMMR	naturalproduct|fungal|fungal_produced			
FSTIKTPQGMHLFJ	naturalproduct			
FSVJFNAIGNNGKK	drug|human	:9606|Homo sapiens	blood|urine	|drug or medication use
FSXRLASFHBWESK	food		saliva	
FSYKKLYZXJSNPZ	drug|food|human|naturalproduct	9606|Homo sapiens		food consumption|drug or medication use
FTAAFHHJONDBNZ	naturalproduct			
FTAGQROYQYQRHF	human|naturalproduct	9606|Homo sapiens		
FTALBRSUTCGOEG	drug|human	9606|Homo sapiens		drug or medication use
FTBNYQWFSWKCKW	fungal|naturalproduct|fungal_produced			
FTDHDKPUHBLBTL	|food|human	9606|Homo sapiens		food consumption
FTELXJYVTOFJAI	drug|drug_metabolite			
FTFZXPBVBBJTHV	naturalproduct			
FTIDKIAZUNXNCJ	naturalproduct			
FTLDJPRFCGDUFH	drug			drug or medication use
FTNJWQUOZFUQQJ	naturalproduct			
FTODBIPDTXRIGS	food|human|plant|plant_angiospermae|naturalproduct_plant|naturalproduct	:9606|Homo sapiens	blood|urine	|food consumption
